barrier_label,barrier_kcal_mol,dims,sites,replicas,segment,temperature_c,duration_s,released_ar40_mean,released_ar40_ci95_low,released_ar40_ci95_high,released_ar39_mean,released_ar36_mean,cumulative_ar40_fraction_mean,cumulative_ar39_fraction_mean,ar39_fraction_start,apparent_age_ma_mean,apparent_age_ma_ci95_low,apparent_age_ma_ci95_high,apparent_age_defined_replicas,ar36_ar40_mean
low,53.0,4x4x6,768,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.35920788770053474,0.6208751911157232,0.6208751911157232,,,,0,
low,53.0,4x4x6,768,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.35920788770053474,0.6208751911157232,0.6208751911157232,,,,0,
low,53.0,4x4x6,768,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.35920788770053474,0.6208751911157232,0.6208751911157232,,,,0,
low,53.0,8x8x6,3072,8,1,500.0,600.0,9.125,7.25,10.75,3.5,1.625,0.19182627898133914,0.02295502807471775,0.0,57.89739053533259,38.45836679073398,79.86993032077721,8,0.19319361194361195
low,53.0,8x8x6,3072,8,2,550.0,600.0,6.25,4.5,8.375,6.75,0.75,0.3209147035840925,0.06793270854793851,0.02295502807471775,17.05122833483693,12.604679252178952,22.343320871618733,8,0.1847222222222222
low,53.0,8x8x6,3072,8,3,600.0,600.0,2.5,1.875,3.125,31.625,0.375,0.37354176302454245,0.27746137456393194,0.06793270854793851,1.4716961356364002,1.064858009939999,1.8874551510383237,8,0.14583333333333331
low,53.0,8x8x6,3072,8,4,650.0,600.0,3.375,2.375,4.375,26.0,0.75,0.4446518628188799,0.4510139845347577,0.27746137456393194,2.338219987779946,1.6444432961088449,3.0878877736130628,8,0.1875
low,53.0,8x8x6,3072,8,5,700.0,600.0,4.125,2.875,5.25,17.625,0.875,0.5305071446856557,0.56747344073422,0.4510139845347577,4.629226032202883,3.055328419996056,6.22473240064685,8,0.31666666666666665
low,53.0,8x8x6,3072,8,6,750.0,600.0,0.875,0.375,1.375,3.5,0.0,0.5483809394572469,0.5908822763028241,0.56747344073422,6.270399894487964,1.59558188119485,11.501189262644854,8,0.0
low,53.0,8x8x6,3072,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,8x8x6,3072,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5483809394572469,0.5908822763028241,0.5908822763028241,,,,0,
low,53.0,12x12x6,6912,8,1,500.0,600.0,18.625,15.375,22.125,7.0,4.25,0.19875673247475562,0.01984431697231232,0.0,56.204201133270274,39.142520347526954,80.75026574374795,8,0.2550249905454173
low,53.0,12x12x6,6912,8,2,550.0,600.0,13.25,10.125,15.875,15.0,2.875,0.3394458219977649,0.06277325139534323,0.01984431697231232,16.225334135945435,12.026758754253635,20.41978172505252,8,0.2508482449997543
low,53.0,12x12x6,6912,8,3,600.0,600.0,5.375,4.375,6.5,69.0,1.125,0.3963424748151073,0.2592170630918774,0.06277325139534323,1.4361751107162724,1.1271967323534788,1.7317730856042064,8,0.20833333333333334
low,53.0,12x12x6,6912,8,4,650.0,600.0,5.125,3.625,7.25,55.75,0.75,0.44965653075364675,0.41809634798090717,0.2592170630918774,1.759742600126172,1.1656052057000557,2.7476235543743868,8,0.18125
low,53.0,12x12x6,6912,8,5,700.0,600.0,7.375,5.625,8.875,43.5,2.125,0.527333126342688,0.5417435147309762,0.41809634798090717,3.109116955496602,2.299203352767328,3.8475709018387168,8,0.33288690476190474
low,53.0,12x12x6,6912,8,6,750.0,600.0,1.5,0.75,2.375,9.125,0.125,0.5444303145159176,0.5677961576923881,0.5417435147309762,3.2115737480450712,1.5225178193234679,4.895147901572675,8,0.0
low,53.0,12x12x6,6912,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
low,53.0,12x12x6,6912,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5444303145159176,0.5677961576923881,0.5677961576923881,,,,0,
high,63.0,4x4x6,768,8,1,500.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,
high,63.0,4x4x6,768,8,2,550.0,600.0,0.375,0.0,0.875,0.5,0.0,0.0328125,0.013024381088405479,0.0,13.419158465338171,0.0,26.838316930676342,4,0.0
high,63.0,4x4x6,768,8,3,600.0,600.0,2.375,1.25,3.625,8.5,0.375,0.21396820091673033,0.24412893463179788,0.013024381088405479,5.696323174606045,2.9410332950984834,9.603506438546686,8,0.2916666666666667
high,63.0,4x4x6,768,8,4,650.0,600.0,1.25,0.25,2.25,5.875,0.125,0.3122175006366183,0.4053199688587496,0.24412893463179788,8.127028143721528,2.2438956461230566,15.690634223383915,8,0.0625
high,63.0,4x4x6,768,8,5,700.0,600.0,0.75,0.25,1.25,4.625,0.375,0.36702754965622614,0.5316894295399774,0.4053199688587496,3.898923150438913,1.124738749557792,7.197810318430859,8,0.5
high,63.0,4x4x6,768,8,6,750.0,600.0,0.25,0.0,0.5,0.875,0.0,0.3862036860198625,0.5552435611464763,0.5316894295399774,2.249477499115584,0.0,6.748432497346752,4,0.0
high,63.0,4x4x6,768,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,4x4x6,768,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.3862036860198625,0.5552435611464763,0.5552435611464763,,,,0,
high,63.0,8x8x6,3072,8,1,500.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,
high,63.0,8x8x6,3072,8,2,550.0,600.0,3.0,2.125,3.875,1.25,0.375,0.06279212840417916,0.008132541694713944,0.0,39.950707757323265,20.85524388766022,61.96498827430867,6,0.12916666666666665
high,63.0,8x8x6,3072,8,3,600.0,600.0,11.75,9.875,14.0,33.875,1.5,0.3072130492503052,0.23226365205269983,0.008132541694713944,6.578524242271465,4.891264353575764,8.47829030316532,8,0.13614996114996114
high,63.0,8x8x6,3072,8,4,650.0,600.0,5.375,4.5,6.25,31.125,0.875,0.41904548450079593,0.43953847493694065,0.23226365205269983,3.1424966054364174,2.5284326178109997,3.732336953173049,8,0.19910714285714284
high,63.0,8x8x6,3072,8,5,700.0,600.0,3.625,2.25,5.25,18.0,0.625,0.49496812486746306,0.5594523558263893,0.43953847493694065,3.5437917897521096,2.3799512309059097,4.8942763991575315,8,0.1875
high,63.0,8x8x6,3072,8,6,750.0,600.0,0.25,0.0,0.75,3.25,0.0,0.5000701656837896,0.5812607211749474,0.5594523558263893,1.124738749557792,0.0,3.374216248673376,8,0.0
high,63.0,8x8x6,3072,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,8x8x6,3072,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5000701656837896,0.5812607211749474,0.5812607211749474,,,,0,
high,63.0,12x12x6,6912,8,1,500.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,
high,63.0,12x12x6,6912,8,2,550.0,600.0,4.75,3.5,5.875,4.25,1.125,0.05075053929496661,0.012029092889045287,0.0,20.72758511571067,16.034688605110386,24.930775754378672,8,0.28988095238095235
high,63.0,12x12x6,6912,8,3,600.0,600.0,24.75,21.0,28.625,70.625,5.125,0.31366027046890793,0.21324998062266132,0.012029092889045287,6.403398527556426,5.362342983173374,7.593904480248215,8,0.21620572210075253
high,63.0,12x12x6,6912,8,4,650.0,600.0,8.5,6.875,10.25,76.25,2.125,0.4050406333497872,0.42979390450408633,0.21324998062266132,1.9944866846975693,1.7022320325832867,2.299659853855957,8,0.25724206349206347
high,63.0,12x12x6,6912,8,5,700.0,600.0,7.625,5.375,9.75,44.625,2.25,0.48684918923960496,0.5568113260265137,0.42979390450408633,3.198784584563991,2.1808799279751314,4.208660084655165,8,0.44821428571428573
high,63.0,12x12x6,6912,8,6,750.0,600.0,1.5,1.125,2.0,6.75,0.25,0.5027538896191565,0.5760875540448801,0.5568113260265137,3.97557282412167,3.1318447714972506,4.947592405155692,8,0.25
high,63.0,12x12x6,6912,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.125,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
high,63.0,12x12x6,6912,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.5027538896191565,0.5760875540448801,0.5760875540448801,,,,0,
