barrier_label,barrier_kcal_mol,dims,sites,replicas,segment,temperature_c,duration_s,released_ar40_mean,released_ar40_ci95_low,released_ar40_ci95_high,released_ar39_mean,released_ar36_mean,cumulative_ar40_fraction_mean,cumulative_ar39_fraction_mean,ar39_fraction_start,apparent_age_ma_mean,apparent_age_ma_ci95_low,apparent_age_ma_ci95_high,apparent_age_defined_replicas,ar36_ar40_mean
low,53.0,8x8x6,3072,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,8x8x6,3072,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
low,53.0,12x12x6,6912,8,1,500.0,600.0,56.125,51.0,61.5,24.75,10.75,0.6011472982831603,0.07079991931444515,0.0,41.747750761520166,35.1576253427452,49.14307776701405,8,0.19279184738632102
low,53.0,12x12x6,6912,8,2,550.0,600.0,36.0,31.0,40.875,47.125,8.0,0.9837305514542928,0.20492366799523418,0.07079991931444515,13.906728462198048,11.951151655210825,15.897991799716964,8,0.23346163499375705
low,53.0,12x12x6,6912,8,3,600.0,600.0,1.5,0.625,2.5,175.0,0.875,1.0,0.7033918061734611,0.20492366799523418,0.15094272817900742,0.060328962442442104,0.2521873505775863,8,0.4333333333333333
low,53.0,12x12x6,6912,8,4,650.0,600.0,0.0,0.0,0.0,101.625,0.0,1.0,0.992888411112173,0.7033918061734611,0.0,0.0,0.0,8,
low,53.0,12x12x6,6912,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
low,53.0,12x12x6,6912,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,4x4x6,768,8,1,500.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,
high,63.0,4x4x6,768,8,2,550.0,600.0,1.875,0.75,3.375,0.375,0.0,0.13132599630761396,0.011365193794199879,0.0,35.494221209610316,0.0,70.75719493646272,3,0.0
high,63.0,4x4x6,768,8,3,600.0,600.0,9.0,7.375,10.75,21.75,2.375,0.8455759008148714,0.6089992887851939,0.011365193794199879,7.847922025797357,5.8056787880694625,10.197141250767396,8,0.29538690476190477
high,63.0,4x4x6,768,8,4,650.0,600.0,1.875,1.375,2.375,14.0,0.25,1.0,0.9931633407243163,0.6089992887851939,2.385643488341539,1.8680707628318787,2.972390643979838,8,0.125
high,63.0,4x4x6,768,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,4x4x6,768,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9931633407243163,0.9931633407243163,,,,0,
high,63.0,8x8x6,3072,8,1,500.0,600.0,0.25,0.0,0.75,0.0,0.0,0.005208333333333333,0.0,0.0,,,,0,0.0
high,63.0,8x8x6,3072,8,2,550.0,600.0,3.25,2.25,4.125,3.0,0.875,0.07233928628912606,0.019711789515997287,0.0,20.75868810523588,9.658089180235871,34.160439790559664,7,0.2357142857142857
high,63.0,8x8x6,3072,8,3,600.0,600.0,39.125,37.0,41.375,93.75,7.0,0.8923661470056523,0.6416386743164534,0.019711789515997287,7.571000423574885,6.877314583269089,8.228612935052253,8,0.1793955883516417
high,63.0,8x8x6,3072,8,4,650.0,600.0,5.125,3.75,6.625,53.375,1.125,1.0,0.9957471264367816,0.6416386743164534,1.7771563203749614,1.2237173389570084,2.3427256023707907,8,0.23363095238095238
high,63.0,8x8x6,3072,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,8x8x6,3072,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957471264367816,0.9957471264367816,,,,0,
high,63.0,12x12x6,6912,8,1,500.0,600.0,0.375,0.125,0.75,0.0,0.0,0.00375237797990607,0.0,0.0,,,,0,0.0
high,63.0,12x12x6,6912,8,2,550.0,600.0,4.625,3.5,5.625,3.375,1.25,0.054016258693412075,0.009405793115369215,0.0,34.937775437762674,21.632109131106322,49.75285851762351,7,0.2949404761904762
high,63.0,12x12x6,6912,8,3,600.0,600.0,77.25,69.375,84.625,212.5,15.875,0.8770118148958802,0.6149018952113254,0.009405793115369215,6.565709606728893,5.875695469966306,7.238777004439022,8,0.20870696783806142
high,63.0,12x12x6,6912,8,4,650.0,600.0,11.375,10.125,12.625,132.625,2.5,1.0,0.992888411112173,0.6149018952113254,1.5508086942705368,1.3822186880877148,1.7700590611674096,8,0.21628787878787878
high,63.0,12x12x6,6912,8,5,700.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,6,750.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,7,800.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,8,850.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,9,900.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,10,950.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,11,1000.0000000000001,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,12,1050.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,13,1100.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,14,1150.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
high,63.0,12x12x6,6912,8,15,1200.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992888411112173,0.992888411112173,,,,0,
